"id","year","title","editor","url","tags","cover","isbn","numberOfPages","description","pdf","worldcat","publisher","exhibition"
"20874","2018","BE.BOP: Black Europe Body Politics (2012-2018)","","https://monoskop.org/log/?p=20874","aesthetics, art, decoloniality, decolonization, diaspora, europe","https://monoskop.org/images/7/7a/BE.BOP_Black_Europe_Body_Politics_Chronology_2012-2015.jpg","","","_Be.Bop: Black Europe Body Politics_, a project of Art Labour Archives, is a decolonial transdisciplinary and indisciplinary curatorial initiative based in Berlin with an international impact through presentations in major cities across three continents.”\n\n“Active in the international cultural arena since 1997, Art Labour Archives has been passionately involved in the production and theorization of performance and the moving image from a Black Diaspora perspective.\n\nIn the vision of its founder, Alanna Lockward, disciplines are meant to facilitate each other’s dismantling by means of constantly challenging its own claims to legitimacy. This paradigm inversion places collective knowledge creation as a central ambition. In this sense, the optic and praxis of Art Labour Archives is to surpass the expectations of the society of the spectacle and its insatiable appetite for visual and sensorial stimulation. Instead, the dozens of publications, exhibitions, screening programs, workshops and seminars conceptualized and produced by Art Labour Archives in the last seventeen years, have offered liberation, healing and redemption as a viable alternative.\n\nIn short: our journey is one of experiencing “art” as a labour of love and mutual examination and recognition beyond geographical, discursive and disciplinary thresholds. Between 2010—2018 Be.Bop has been presented in conferences, seminars and different public events in three different continents thanks to the support and faith of our partners, participants and friends.”\n\nBe.Bop “is an enterprise led by curator Alanna Lockward; a collective of artists, curators, artivists and activists, social theorists and humanists. A decolonial project of healing, learning and love. Network with the Middelburg Decolonial Summer School and with Decolonial Aesthesis in Bogota and Durham (Duke University)” (Walter Mignolo, project advisor).\n\nCurated by Alanna Lockward  \nPublisher Art Labour Archives, Berlin, 2012-2018\n\nCatalogues:  \n,  \n,  \n[Spiritual Revolutions & The “Scramble for Africa](../images/9/91/BE.BOP_2014_Spiritual_Revolutions_and_The_Scramble_for_Africa.pdf)","","","",""
"20846","2005","Tempo, Tempo! The Bauhaus Photomontages of Marianne Brandt","Elizabeth Otto","https://monoskop.org/log/?p=20846","bauhaus, montage, photography, photomontage","https://monoskop.org/images/b/b9/Tempo_Tempo_The_Bauhaus_Photomontages_of_Marianne_Brandt_2005.jpg","","175","(1893–1983) is celebrated for her Bauhaus metal designs, beautiful and mass-reproducible objects created to revolutionize modern interior spaces. Much less well known are her photomontages, which constitute a critical complement to her metal works. In these pieces from the mid-1920s and early 1930s, Brandt focused an analytical gaze on contemporary society and politics. Drawing on the vast array of visual material made available by the Weimar Republic’s burgeoning illustrated press, Brandt’s photomontages relied upon the technologies of modern visual culture to challenge pictorial conventions, to denounce the dangerous side of modern technology that had become so apparent in the First World War, and to image new roles for women in interwar society. _Tempo, Tempo! The Bauhaus Photomontages of Marianne Brandt_ is the first publication to present, document and analyze the full range of Brandt’s work in photomontage.","https://monoskop.org/images/c/cd/Tempo_Tempo_The_Bauhaus_Photomontages_of_Marianne_Brandt_2005.pdf","http://worldcat.org/oclc/68941154","Jovis Verlag, Berlin, and Bauhaus-Archiv Museum of Design, Berlin, 2005","https://www.harvardartmuseums.org/visit/exhibitions/3236/tempo-tempo-the-bauhaus-photomontages-of-marianne-brandt"
"20690","1987","Ana Mendieta: A Retrospective","","https://monoskop.org/log/?p=20690","art, installation art, performance art, sculpture","https://monoskop.org/images/6/67/Ana_Mendieta_A_Retrospective_1987.jpg","","85","In 1985, Ana Mendieta died tragically. During her 36 years of life she produced a tremendous amount of work covering a range of activities that included performance, installation, and sculpture. Her death cut short her prolific career and left the art world and those who knew her void of a feisty, political, and passionate human being.\n\nAfter Mendieta’s death, her sister and estate executer, Raquel Mendieta Harrington, formed an art advisory committee comprised of Mendieta’s friends to insure that her work would be compiled, catalogued, and exhibited. John Perreault and Petra Barreras del Rio were chosen to curate a retrospective exhibition of important selections representing a full range of work that had never before been presented together. The result was an exhibition held at the New Museum in New York City, November 1987 through January 1988. _Ana Mendieta: A Retrospective_ affirmed the abundance, strength, and significance of Mendieta’s work.","https://d2b8urneelikat.cloudfront.net/media/collectiveaccess/images/9/5/8928_ca_object_representations_media_9558_original.pdf","http://worldcat.org/oclc/17485064","New Museum of Contemporary Art, New York, 1987","https://archive.newmuseum.org/exhibitions/157"
"20687","1981","Alternatives in Retrospect: An Historical Overview 1969-1975","","https://monoskop.org/log/?p=20687","1970s, alternative culture, art history, art system, new york","https://monoskop.org/images/2/28/Alternatives_in_Retrospect_An_Historical_Overview_1969-1975_1981.jpg","","52","An examination of the activities and influence of seven ‘alternative spaces’ active in New York City from the late-1960s to mid-1970s, including Gain Ground, Apple, 98 Green Street, 112 Green Street Workshop, 10 Bleecker Street, Idea Warehouse, and 3 Mercer. Most of them received little outside or institutional funding and all reflect the changing definition of “alternative space” over the decade. Preface by Marcia Tucker, with introduction by Jacki Apple, and essay by Mary Delahoyd. Includes Directors’ and artists’ statements. Published on occasion of the exhibition _Alternatives in Retrospect: An Historical Overview 1969-1975._","https://d2b8urneelikat.cloudfront.net/media/collectiveaccess/images/1/3/4/70013_ca_object_representations_media_13408_original.pdf","http://worldcat.org/oclc/1069435917","New Museum of Contemporary Art, New York, 1981","https://archive.newmuseum.org/exhibitions/39"
"20629","1986","Charles Doria (ed.): Russian Samizdat Art","","https://monoskop.org/log/?p=20629","art, artists book, dissent, russia","https://monoskop.org/images/9/95/Doria_Charles_ed_Russian_Samizdat_Art_1986.jpg","","210","","https://monoskop.org/images/2/2a/Doria_Charles_ed_Russian_Samizdat_Art_1986.pdf","http://worldcat.org/oclc/468611805","Willis Locker & Owens Pub, New York, 1986",""
"20598","2017","Evidentiary Realism: Investigative, Forensic, and Documentary Art","","https://monoskop.org/log/?p=20598","art, corruption, documentary, forensics, human rights, journalism, politics, realism, surveillance, truth","https://monoskop.org/images/0/02/Evidentiary_Realism_2017.jpg","9780244342739","171","_Evidentiary Realism_ aims to articulate a form of realism in art that portrays and reveals evidence from complex social systems. The truth-seeking artworks featured explore the notion of evidence and its modes of representation.\n\n_Evidentiary Realism_ reflects on post-9/11 geopolitics, increasing economic inequalities, the erosion of civil rights, and environmental disasters. It builds on the renewed appreciation of the exposure of truth in the context of the cases of WikiLeaks, Edward Snowden, the Panama Papers, and the recent efforts to contend with the post-factual era.","https://paolocirio.net/press/media/Evidentiary-Realism_Catalog-Essays_web-2017.pdf","http://worldcat.org/oclc/1031278512","NOME, Berlin, 2017",""
"20540","1981","Soundings","Suzanne Delehanty","https://monoskop.org/log/?p=20540","art, art history, avant-garde, music, performance, sound, sound art","https://monoskop.org/images/1/10/Soundings_Neuberger_Museum_1981.jpg","","96","","https://monoskop.org/images/3/30/Soundings_Neuberger_Museum_1981.pdf","http://worldcat.org/oclc/7927920","Neuberger Museum/State University of New York, Purchase, NY, 1981",""
"20484","1965","Between Poetry and Painting","Jasia Reichardt","https://monoskop.org/log/?p=20484","art, concrete poetry, painting, poetry, visual poetry","https://monoskop.org/images/a/a2/Reichardt_Jasia_ed_Between_Poetry_And_Painting_1965.jpg","","81","","https://monoskop.org/images/a/aa/Reichardt_Jasia_ed_Between_Poetry_And_Painting_1965.pdf","","Institute of Contemporary Arts, London, 1965",""
"20432","2008","Vojin Bakić","What, How and for Whom/WHW","https://monoskop.org/log/?p=20432","sculpture","https://monoskop.org/images/7/72/Vojin_Bakic_Grazer_Kunstverein_2008.png","","61","Vojin Bakić","https://monoskop.org/images/4/43/Vojin_Bakic_Grazer_Kunstverein_2008.pdf","","What, How and for Whom/WHW, Zagreb, and Grazer Kunstverein, Graz, 2008",""
"20412","1967","Pictures to be Read, Poetry to be Seen","","https://monoskop.org/log/?p=20412","art, fluxus, language","https://monoskop.org/images/a/a6/Pictures_to_be_Read_Poetry_to_be_Seen_1967.jpg","","","Both an inaugural event in the foundation of the Museum of Contemporary Art Chicago, and as an early marker of its experimental ethos, the MCA’s first formal gallery exhibition, _Pictures to be Read/Poetry to be Seen_, brought together artists who probed the permeable spaces between pictorial images, linguistic representation, artistic practice and lived experience. As a guiding, yet loose, theme for the exhibition, founding director Jan van der Marck chose works that attempted to break down the medium-specificity of traditional artistic categories. In many instances, this was achieved through a conflation of various codes and signifiers from different modes of linguistic and visual production (like poetics, graphic design, and performance) and the modes of perception they supposedly required (such as reading, seeing and participation).","https://monoskop.org/images/4/4e/Pictures_to_be_Read_Poetry_to_be_Seen_1967.pdf","http://worldcat.org/oclc/316865226","Museum of Contemporary Art, Chicago, 1967","https://mcachicago.org/Exhibitions/1967/Pictures-To-Be-Read-Poetry-To-Be-Seen"
"20409","2006","Tom Marioni: Beer, Art and Philosophy (The Exhibition), 1968-2006","","https://monoskop.org/log/?p=20409","art, conceptual art, everyday","https://monoskop.org/images/f/fa/Marioni_Tom_Beer_Art_and_Philosophy_The_Exhibition_1968-2006_2006.jpg","9780917562778","68","_Tom Marioni: Beer, Art, and Philosophy (The Exhibition), 1968–2006_ surveys nearly forty years of the artist’s engagement with experience as art. Born in Cincinnati in 1937, studied drawing, sculpture, and printmaking at the Cincinnati Art Academy, and in 1959 moved to San Francisco where he began to experiment with performance, sound, the sense of taste, and other non-traditional media.\n\nA pioneer of the West Coast Conceptual Art movement, Marioni drew inspiration from artists such as Marcel Duchamp (1887–1968), John Cage (1912–1992), and Joseph Beuys (1921–1986), all of whom challenged the conventions of art. Emphasizing ideas as material for art, these artists exercised a profound influence on Marioni and other conceptual artists of the 1960’s. In 1968, Marioni became a curator at the Bay Area’s Richmond Art Center, where he mounted a series of ambitious Conceptual Art shows. In 1970, he founded the Museum of Conceptual Art in San Francisco, where he continued to experiment, viewing the concept of the museum as an extension of his work, until he closed it in 1984.\n\nFollowing in the tradition of the “readymade”—Duchamp’s name for common or found objects, which he recontextualized as art—Marioni employed mundane substances such as beer, elevating its significance from a common means of socialization to a catalyst for creative expression and social interaction. This meant that drinking beer with friends could be as profound an experience as gazing at the Mona Lisa. Thus, in Marioni’s view, the act of communication itself takes on aesthetic significance. Like Cage, whose work highlighted chance and ordinary sounds as music, Marioni attempts to make art that is as close to everyday life as possible without becoming life itself. Similar to Beuys, who privileged creative action over the precious and static art object, Marioni’s conversations and gatherings expand the conventions of painting and sculpture.","http://www.tommarioni.com/wp-content/images/Marioni.pdf","http://worldcat.org/oclc/126846076","Contemporary Arts Center, Cincinnati, Ohio, 2006","https://www.contemporaryartscenter.org/exhibitions/2006/08/tom-marioni"
"20398","2018","Monoskop Exhibition Library","Dušan Barok","https://monoskop.org/log/?p=20398","art documentation, artists book, catalogue, library, monoskop, video art","https://monoskop.org/images/0/0b/Monoskop_XL_catalogue_2018.jpg","","47","","https://monoskop.org/images/2/2f/Monoskop_XL_Seoul_2018.pdf","","Monoskop, Amsterdam, with The Book Society, Seoul, 2018","http://www.mediacityseoul.kr/participant/44"
"20254","2018","Neolithic Childhood: Art in a False Present, c. 1930","Anselm Franke, Tom Holert","https://monoskop.org/log/?p=20254","art, art history, autonomy, avant-garde, capitalism, formalism, gesture, hallucination, modernism, primitivism, surrealism, totality","https://monoskop.org/images/7/7a/Neolithic_Childhood_Art_in_a_False_Present_c1930_2018.jpg","9783035801064","460","Resonating at the heart of _Neolithic Childhood. Art in a False Present, c. 1930_ is the question whether art has present, past, and future functions. The modernist assertion of the autonomy of art was intended to render superfluous art’s social and religious functions. But what if the functionlessness of art comes under suspicion of being instrumentalized by bourgeois capitalism? This was an accusation that informed the anti-modernist critique of the avant-garde, and particularly of Surrealism. The objective throughout the crisis-ridden present of the 1920s to the 1940s was to reaffirm a once ubiquitous, but long-lost functionality—not only of art.\n\nThe publication accompanying the exhibition examines the strategies deployed in this reaffirmation. These include the surrealist Primitivism of an “Ethnology of the White Man” together with the excavation of the deep time of humanity—into the “Neolithic Childhood” mapped out by the notoriously anti-modernist (1885-1940) as a hallucinatory retro-utopia. The volume brings together essays by the curators and academics involved in the project, primary texts by Carl Einstein and a comprehensive documentation of the exhibition including lists of works, texts on as well as images of numerous exhibits and finally installation views. At the center of the volume, a glossary discusses Carl Einstein’s own theoretical vocabulary as well as further associated terms, such as Autonomy, Formalism, Function, Gesture, Hallucination, Art, Metamorphosis, Primitivisms, Totality.","","http://worldcat.org/oclc/1039305621","Diaphanes, Berlin, and Haus der Kulturen der Welt (HKW), Berlin, 2018",""
"19901","1980","Coop Himmelblau: Architektur muss brennen","Institut für Gebäudelehre und Entwerfen/TU Graz and Gallery H","https://monoskop.org/log/?p=19901","architecture","https://monoskop.org/images/f/fc/Coop_Himmelblau_Architektur_muss_brennen_1980.jpg","","56","","https://monoskop.org/images/c/cb/Coop_Himmelblau_Architektur_muss_brennen_1980.pdf","http://worldcat.org/oclc/48902834","Technische Universität, Graz, 1980",""
"19826","1998","Love Forever: Yayoi Kusama, 1958-1968","","https://monoskop.org/log/?p=19826","art, collage, installation art, minimal art, painting, performance art, pop art","https://monoskop.org/images/b/b7/Love_Forever_Yayoi_Kusama_1958-1968_1998.jpg","","195","Although an active experimental artist throughout her time in New York during the ’50s and ’60s, Kusama had been largely forgotten by the United States public after her return to Japan in the ’70s. That is, until her artwork began circulating across the US and globe again in the mid-’90s. One of these major retrospectives, _Love Forever: Yayoi Kusama, 1958-1968_, was co-organized by the Los Angeles Museum of Art and The Japan Foundation, and travelled from Los Angeles to New York City and to Minneapolis.\n\nKusama described this moment in her autobiography Infinity Net: “My exhibition at Robert Miller Gallery that year… won an AICA award. A review in Time Out said that ‘Kusama has kept out of sight, ensconcsed in her own infinite world, but now she’s back to reclaim her rightful place in the history of postmodernism…’ But the biggest highlight came in March 1998 when Love Forever opened at the Los Angeles Museum of Art. This grand retrospective cemented the reassessment of Kusama as a major avant-garde artist. It included some eighty pieces and had taken five years to compile.”","https://monoskop.org/images/a/ab/Love_Forever_Yayoi_Kusama_1958-1968_1998.pdf","http://worldcat.org/oclc/644514986","Los Angeles County Museum of Art, Los Angeles, 1998",""
"19774","2017","Kobro and Strzemiński: Avant-Garde Prototypes","","https://monoskop.org/log/?p=19774","avant-garde, constructivism, painting, sculpture","https://monoskop.org/images/6/6c/Kobro_and_Strzeminski_Avant-Garde_Prototypes_2017.jpg","9788480265508","192","(1898-1951) and (1893-1952) are among the silent protagonists of the European avant-gardes, to which they contributed by both fostering and questioning the legacy of modernism with a plastic and theoretical oeuvre that was fertile as it was complex. Dedicated to experimentation on pure forms–Kobro fundamentally in sculpture and Strzemiński in painting–and closely related to international artistic movements like the Bauhaus, neoplasticism and constructivism, their work is pivotal for an understanding of abstract art in the Central Europe of the first decades of the twentieth century.","http://www.museoreinasofia.es/sites/default/files/publicaciones/textos-en-descarga/kobro_ing.pdf'>Kobro and Strzemiński: Avant-Garde Prototypes</a> (English, 13 MB, <a href='https://monoskop.org/images/7/73/Kobro_and_Strzeminski_Avant-Garde_Prototypes_2017.pdf","http://worldcat.org/oclc/993450919","Museo Nacional Centro de Arte Reina Sofía, Madrid, and Muzeum Sztuki, Łódź, 2017","http://www.museoreinasofia.es/en/exhibitions/katarzyna-kobro-and-wladyslaw-strzeminski"
"19758","2017","Publishing as an Artistic Toolbox: 1989-2017","","https://monoskop.org/log/?p=19758","art, artists book, magazine, publishing","https://monoskop.org/images/2/2f/Publishing_as_an_Artistic_Toolbox_1989-2017_2017.jpg","","","What is the role of art publishing today? How have artists adapted modes of publishing as a tool for their practice? How has the notion of artists’ publishing activity changed, given the ever-increasing amount of fairs and an ever-evolving number of book-related collections in contemporary art museums? The multi-part exhibition project _Publishing as an Artistic Toolbox: 1989-2017_ explores the potentials of publishing – in the form of books, magazines, journals, artistic interventions, websites – as a particular medium and context both to circulate information, knowledge – and to produce art. The exhibition highlights how a recent generation of artists use publishing as a productive tool for their practice.","http://kunsthallewien.at/application/files/6015/1021/8686/Dallas-Journal-Publishing.pdf","","Kunsthalle Wien, Vienna, 2017","http://kunsthallewien.at/#/en/exhibitions/publishing-artistic-toolbox"
"19463","1991","InterCommunication ’91: The Museum Inside the Telephone Network","Urban Design Research","https://monoskop.org/log/?p=19463","art, communication, computer art, computer graphics, fax, interactive art, media art, sound art, telephone","https://monoskop.org/images/2/21/InterCommunication_91_The_Museum_Inside_the_Telephone_Network_1991.jpg","","259","invisible” museum. Later it was followed up by another ICC exhibition _The Museum Inside the Network_ (1995). The ICC opened its exhibition space in 1997.\n\nThe works and messages from almost 100 artists, writers, and cultural figures were available through five channels. The works in “Voice & sound channel” such as talks and readings on the theme of communication could be listened to by telephone. The “Interactive channel” offered participants to create musical tunes by pushing buttons on a telephone. Works of art, novels, comics and essays could be received at home through “Fax channel”. The “Live channel","https://monoskop.org/images/8/81/InterCommunication_91_The_Museum_Inside_the_Telephone_Network_1991.pdf","http://worldcat.org/oclc/676249560","NTT, Tokyo, 1991","http://www.ntticc.or.jp/en/exhibitions/1991/intercommunication-91-the-museum-inside-the-telephone-network/"
"19415","2013","A Constellation of Stars: Huang Rui and Ma Desheng: Art Editors, 1978-1983","Iona Whittaker and Huang Rui","https://monoskop.org/log/?p=19415","1980s, china, drawing, printmaking, stars group","https://monoskop.org/images/5/5a/A_Constellation_of_Stars_Huang_Rui_and_Ma_Desheng_Art_Editors_1978-1983_2013.jpg","","212","","https://monoskop.org/images/3/32/A_Constellation_of_Stars_Huang_Rui_and_Ma_Desheng_Art_Editors_1978-1983_2013.pdf","","Hadrien de Montferrand Gallery, Beijing, 2013",""
"19408","1980","Für Augen und Ohren: von der Spieluhr zum akustischen Environment. Objekte, Installationen, Performances","René Block, Lorenz Dombois, Nele Hertling, and Barbara Volkmann","https://monoskop.org/log/?p=19408","electronic music, experimental music, music, music history, musical instruments, musique concrète, performance, sound, sound art","https://monoskop.org/images/3/3f/Fuer_Augen_und_Ohren_1980.jpg","","312","","https://monoskop.org/images/a/ae/Fuer_Augen_und_Ohren_1980.pdf","http://worldcat.org/oclc/992626777","Akademie der Künste, Berlin, 1980",""
"19369","1988","Coco Fusco: Young, British and Black: The Work of Sankofa and Black Audio Film Collective","","https://monoskop.org/log/?p=19369","black people, documentary film, film, postcolonialism, third cinema, video","https://monoskop.org/images/f/f7/Coco_Fusco_Young_British_and_Black_The_Work_of_Sankofa_and_Black_Audio_Film_Collective_1988.jpg","","65","Sankofa Film/Video Collective and Black Audio Film Collective are the most celebrated and controversial Black media groups to emerge from the British workshop movement of the 1980s. Their work focuses on the representation of the Black subject in mainstream and alternative media, also touching on such issues as institutionalized racism, sexual politics and national identity in postcolonial Britain. Challenging stylistic conventions of both documentary and fiction film, their work provides a basis for critical reflection on the history of Black film culture, Third Cinema, and their future directions.” (back cover)\n\nFeaturing essays “A Black Avant-Garde?” by Coco Fusco (originally published as “Black Filmmaking in Britain’s Workshop Sector” appearing in a 1988 issue of _Afterimage_ Vol 14, No 7); “An Interview with Martina Attille and Isaac Julien of Sankofa Film/Video Collective,” and “An Interview with Black Audio Film Collective: John Akomfrah, Lina Gopaul, Avril Johnson and Reece Auguiste,","https://monoskop.org/images/a/a1/Coco_Fusco_Young_British_and_Black_The_Work_of_Sankofa_and_Black_Audio_Film_Collective_1988.pdf","http://worldcat.org/oclc/950122377","Hallwalls, Contemporary Arts Center, Buffalo, NY, 1988",""
"19344","1982","Deborah Wye: Louise Bourgeois","","https://monoskop.org/log/?p=19344","art, sculpture","https://monoskop.org/images/f/f0/Wye_Deborah_Louise_Bourgeois_1982.jpg","","124","","https://monoskop.org/images/0/09/Wye_Deborah_Louise_Bourgeois_1982.pdf","http://worldcat.org/oclc/299383428","Museum of Modern Art, New York, 1982","https://www.moma.org/calendar/exhibitions/2243"
"19339","1988","Philip Johnson, Mark Wigley: Deconstructivist Architecture","","https://monoskop.org/log/?p=19339","architecture, constructivism, deconstruction, deconstructivism, history of architecture","https://monoskop.org/images/7/79/Johnson_Philip_Wigley_Mark_Deconstructivist_Architecture_1988.jpg","","104","This book presents a radical architecture, exemplified by the work of seven architects. Illustrated are projects for Santa Monica, Berlin, Rotterdam, Frankfurt, Hong Kong, Paris, Hamburg, and Vienna, by Frank O. Gehry, Daniel Libeskind, Rem Koolhaas, Peter Eisenman, Zaha M. Hadid, Bernard Tschumi, and the firm of Coop Himmelblau","","http://worldcat.org/oclc/18376913","Museum of Modern Art, New York, 1988","https://www.moma.org/calendar/exhibitions/1813"
"19194","2011","Beyond the Dust: Artists’ Documents Today","Roger Willems in collaboration with Gwenneth Boelens.","https://monoskop.org/log/?p=19194","archive, art, document","https://monoskop.org/images/b/b9/Beyond_the_Dust_Artists_Documents_Today_2011.jpg","9789077459560","209","","https://monoskop.org/images/9/93/Beyond_the_Dust_Artists_Documents_Today_2011.pdf","http://worldcat.org/oclc/931841383","Roma Publications, Amsterdam, 2011",""
"19104","2017","Ryszard Winiarski: Event, Information, Image","Ania Muszyńska and Magdalena Marczak-Cerońska","https://monoskop.org/log/?p=19104","conceptual art, mathematics, painting","https://monoskop.org/images/1/16/Ryszard_Winiarski.jpg","9788364381089","156","","https://monoskop.org/images/4/48/Ryszard_Winiarski_Event_Information_Image_2017.pdf","","Fundacja Rodziny Staraków, Warsaw, 2017",""
"19051","2014","Lebbeus Woods, Architect","","https://monoskop.org/log/?p=19051","architecture, drawing","https://monoskop.org/images/a/a5/Lebbeus_Woods_Architect_2014.jpg","9780942324846","129","Acknowledging the parallels between society’s physical and psychological constructions, architect Lebbeus Woods has depicted a career-long narrative of how these constructions transform our being. Working mostly, but not exclusively, with pencil on paper, Woods has created an oeuvre of complex worlds—at times abstract and at times explicit—that present shifts, cycles, repetitions within the built environment. His timeless architecture is not in a particular style or in response to a singular moment in the field; rather, it offers an opportunity to consider how built forms impact the individual and the collective, and reflect contemporary political, social and ideological conditions, and how one person contributes to the development and mutation of the built world.\n\n_Lebbeus Woods, Architect_ brings together works from the past forty years by one of the most influential designers working in architecture. Beyond architects, he has been hailed by designers, filmmakers, writers, and artists as a significant voice in recent history, his works resonate across many disciplines for their conceptual depth, imaginative breadth, lasting beauty and ethical potency. The catalogue centers on transformation as a recurring theme, providing a framework for understanding the experimental nature of the work.","https://monoskop.org/images/5/5b/Lebbeus_Woods_Architect_2014.pdf","http://worldcat.org/oclc/892036430","Drawing Center, New York, 2014","https://www.sfmoma.org/exhibition/lebbeus-woods-architect/"
"19036","2014","Len Lye: Motion Sketch","","https://monoskop.org/log/?p=19036","drawing, experimental film, motion, movement, photography","https://monoskop.org/images/4/42/Lye_Len_Motion_Sketch_2014.jpg","9780942324853","97","Len Lye’s career was marked by a lifelong fascination with movement and an aspiration to compose motion; the movement of the drawing hand was an important touchstone for his works in various media. In the 1920s, however, Lye began to make what he termed “motion sketches”; abstract drawings that attempted to render the movement of his subjects, rather than their appearance.\n\n_Motion Sketch_ reintroduces Lye’s multidimensional practice specifically in relation to drawing. Describing his drawing practice in his own carefree prose, Lye said that doodling “cultivates a vacuous seaweed-pod state of kelp as a skull which is attached to a pencil betwixt the arm and the fingers held doodling in turn ‘twixt you and the paper in a rather bemused, empty, harmonious state of an attitude, eyes periphering said paper.”\n\nLye’s kinesthetic approach to drawing—related to Surrealist automatism and anticipating aspects of Abstract Expressionism—also informed his practice in painting, photography, film and sculpture. Not limited to works on paper; the catalogue reveals how Lye’s concept of “doodling” underpinned his approach to much of his work.","https://monoskop.org/images/b/b9/Lye_Len_Motion_Sketch_2014.pdf","http://worldcat.org/oclc/892194766","Drawing Center, New York, 2014","http://www.drawingcenter.org/en/drawingcenter/5/exhibitions/9/upcoming/589/len-lye/"
"18953","2012","Benjamin Patterson: Born in the State of FLUX/us","Valerie Cassel Oliver","https://monoskop.org/log/?p=18953","action art, art, experimental music, fluxus, happening, music, performance, performance art, sound","https://monoskop.org/images/c/cb/Patterson_Benjamin_Born_in_the_State_of_FLUXus_2012.jpg","9781933619293","268","_Benjamin Patterson: Born in the State of FLUX/us_ is a retrospective of the artist’s career, which now spans nearly fifty years. The exhibition includes both early and recent work by the artist that range from annotated scores and books to painting and sculpture. Video documentation from performances and audio files of ’s music will also be featured. As a founding member of , a loose and international collective of artists who infused avant-garde practices of the day with humor and anarchic energy, Patterson helped revolutionize the artistic landscape at the advent of the 1960s and usher in an era of new and experimental music.","https://monoskop.org/images/0/0a/Patterson_Benjamin_Born_in_the_State_of_FLUXus_2012.pdf","http://worldcat.org/oclc/630503046","Contemporary Arts Museum, Houston, 2012.",""
"18888","2013","Parallel Practices: Joan Jonas & Gina Pane","Dean Daderko","https://monoskop.org/log/?p=18888","art, art criticism, performance, performance art, video, video art","https://monoskop.org/images/9/97/Parallel_Practices_Joan_Jonas_and_Gina_Pane_2013.jpg","9781933619439","160","_Parallel Practices: Joan Jonas & Gina Pane_ considers the works of two pioneers of performance art. Jonas (born 1936) and Pane (1939-1990) lived and worked in the United States and France respectively. Each artist worked multidisciplinarily, producing sculpture, drawings, installations, film and video in addition to live actions. Notably, Jonas and Pane have been lauded for their foundational work in performance, a field in which both of these artists blazed trails. Published to accompany an exhibition at the Contemporary Arts Museum Houston, _Parallel Practices_ explores the trajectory of these artists’ practices to reveal shared and complementary aspects, as well as to highlight the significant divergences and differences that characterize each artist’s work. It includes texts by curator Dean Daderko, Elisabeth Lebovici and Anne Tronche and Barbara Clausen.","https://monoskop.org/images/9/9d/Parallel_Practices_Joan_Jonas_and_Gina_Pane_2013.pdf","http://worldcat.org/oclc/900956555","Contemporary Arts Museum, Houston, 2013","http://camh.org/exhibitions/parallel-practices-joan-jonas-gina-pane"
"18885","1985","Robert Rauschenberg: Work From Four Series","","https://monoskop.org/log/?p=18885","art","https://monoskop.org/images/9/9c/Rauschenberg_Robert_Work_From_Four_Series_1985.jpg","","86","The relationships between four of Rauschenberg’s mature series—the _Kabal American Zephyrs_, _Cardboards_, _Hoarfrosts_ and _Bifocals_—are explored in this exhibition. The artist has always worked in series, but they are often seen as discrete directions, unrelated to one another. This exhibition and accompanying catalogue demonstrate that the artist returns to similar themes and uses the same formal devices across his seemingly disparate oeuvre.\n\nIncludes essays by Donald Barthelme and Linda L. Cathcart; a chronology of the period covered by the four series by Marti Mayo; and documentation on the artist’s career subsequent to his 1976 retrospective.","https://monoskop.org/images/b/b2/Rauschenberg_Robert_Work_From_Four_Series_1985.pdf","http://worldcat.org/oclc/13197442","Contemporary Arts Museum, Houston, 1985","http://camh.org/exhibitions/robert-rauschenberg-work-four-series-sesquicentennial-exhibition"
"18882","1981","Persona","","https://monoskop.org/log/?p=18882","anonymity, art, body art, narrative, performance, subjectivity","https://monoskop.org/images/9/98/Persona_1981.jpg","","57","","https://monoskop.org/images/7/7a/Persona_1981.pdf","http://worldcat.org/oclc/559306423","The New Museum, New York, 1981","http://archive.newmuseum.org/index.php/Detail/Occurrence/Show/occurrence_id/43"
"18874","2013","Radical Presence: Black Performance in Contemporary Art","Valerie Cassel Oliver","https://monoskop.org/log/?p=18874","art, art history, contemporary art, performance, performance art","https://monoskop.org/images/6/6b/Radical_Presence_Black_Performance_in_Contemporary_Art_2013.jpg","","144","","https://monoskop.org/images/5/59/Radical_Presence_Black_Performance_in_Contemporary_Art_2013.pdf","http://worldcat.org/oclc/864564353","Contemporary Arts Museum, Houston, 2013","http://camh.org/exhibitions/radical-presence-black-performance-contemporary-art"
"18835","1980","A Sound Selection: Audio Works by Artists","Barry Rosen","https://monoskop.org/log/?p=18835","sound art","https://monoskop.org/images/8/87/A_Sound_Selection_Audio_Works_by_Artists_1980.jpg","","","","https://monoskop.org/images/6/61/A_Sound_Selection_Audio_Works_by_Artists_1980.pdf","http://worldcat.org/oclc/8775250","Committee for the Visual Arts, New York, 1980",""
